feedback_id,customer_id,product,category,feedback_text,rating,sentiment,satisfaction_score,date,region,customer_type,feedback_text_cleaned,tokens,tokens_no_stopwords,tokens_lemmatized,feedback_processed
FB1304,CUST2871,Product C,User Experience,Customer support is unhelpful and rude.,1,Negative,28,2025-02-10,East,Premium,customer support is unhelpful and rude.,"['customer', 'support', 'is', 'unhelpful', 'and', 'rude', '.']","['customer', 'support', 'unhelpful', 'rude', '.']","['customer', 'support', 'unhelpful', 'rude', '.']",customer support unhelpful rude .
FB1305,CUST2677,Product B,Delivery,Customer support is unhelpful and rude.,1,Negative,23,2023-12-12,North,Returning,customer support is unhelpful and rude.,"['customer', 'support', 'is', 'unhelpful', 'and', 'rude', '.']","['customer', 'support', 'unhelpful', 'rude', '.']","['customer', 'support', 'unhelpful', 'rude', '.']",customer support unhelpful rude .
FB1306,CUST4882,Product B,Features,Amazing experience! The product exceeded my expectations.,5,Positive,83,2024-07-26,East,Premium,amazing experience! the product exceeded my expectations.,"['amazing', 'experience', '!', 'the', 'product', 'exceeded', 'my', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectation', '.']",amazing experience ! product exceeded expectation .
FB1307,CUST4385,Product B,Product Quality,The delivery took too long and the product was damaged.,1,Negative,35,2025-07-16,East,Premium,the delivery took too long and the product was damaged.,"['the', 'delivery', 'took', 'too', 'long', 'and', 'the', 'product', 'was', 'damaged', '.']","['delivery', 'took', 'long', 'product', 'damaged', '.']","['delivery', 'took', 'long', 'product', 'damaged', '.']",delivery took long product damaged .
FB1308,CUST5794,Product C,User Experience,The delivery took too long and the product was damaged.,2,Negative,32,2024-08-13,East,Premium,the delivery took too long and the product was damaged.,"['the', 'delivery', 'took', 'too', 'long', 'and', 'the', 'product', 'was', 'damaged', '.']","['delivery', 'took', 'long', 'product', 'damaged', '.']","['delivery', 'took', 'long', 'product', 'damaged', '.']",delivery took long product damaged .
FB1309,CUST1971,Product C,Features,It's decent but could be better. Price is fair.,3,Neutral,63,2025-09-25,South,Premium,its decent but could be better. price is fair.,"['its', 'decent', 'but', 'could', 'be', 'better', '.', 'price', 'is', 'fair', '.']","['decent', 'could', 'better', '.', 'price', 'fair', '.']","['decent', 'could', 'better', '.', 'price', 'fair', '.']",decent could better . price fair .
FB1310,CUST9019,Product B,User Experience,I love this product! It's exactly what I needed.,4,Positive,92,2024-03-14,East,Premium,i love this product! its exactly what i needed.,"['i', 'love', 'this', 'product', '!', 'its', 'exactly', 'what', 'i', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']",love product ! exactly needed .
FB1311,CUST9447,Product C,Features,Amazing experience! The product exceeded my expectations.,4,Positive,92,2024-12-28,East,Returning,amazing experience! the product exceeded my expectations.,"['amazing', 'experience', '!', 'the', 'product', 'exceeded', 'my', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectation', '.']",amazing experience ! product exceeded expectation .
FB1312,CUST6869,Product A,User Experience,Excellent product! Really satisfied with the quality and service.,4,Positive,94,2025-03-13,West,New,excellent product! really satisfied with the quality and service.,"['excellent', 'product', '!', 'really', 'satisfied', 'with', 'the', 'quality', 'and', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']",excellent product ! really satisfied quality service .
FB1313,CUST6289,Product C,Delivery,"It's fine, works as expected but nothing exceptional.",3,Neutral,58,2025-01-12,South,Premium,"its fine, works as expected but nothing exceptional.","['its', 'fine', ',', 'works', 'as', 'expected', 'but', 'nothing', 'exceptional', '.']","['fine', ',', 'works', 'expected', 'nothing', 'exceptional', '.']","['fine', ',', 'work', 'expected', 'nothing', 'exceptional', '.']","fine , work expected nothing exceptional ."
FB1314,CUST8529,Product A,Product Quality,Very disappointed with the product quality. Not worth the price.,1,Negative,13,2025-03-10,South,Returning,very disappointed with the product quality. not worth the price.,"['very', 'disappointed', 'with', 'the', 'product', 'quality', '.', 'not', 'worth', 'the', 'price', '.']","['disappointed', 'product', 'quality', '.', 'worth', 'price', '.']","['disappointed', 'product', 'quality', '.', 'worth', 'price', '.']",disappointed product quality . worth price .
FB1315,CUST5945,Product B,Delivery,Five stars! The quality is superb and the price is reasonable.,4,Positive,84,2025-02-09,North,Premium,five stars! the quality is superb and the price is reasonable.,"['five', 'stars', '!', 'the', 'quality', 'is', 'superb', 'and', 'the', 'price', 'is', 'reasonable', '.']","['five', 'stars', '!', 'quality', 'superb', 'price', 'reasonable', '.']","['five', 'star', '!', 'quality', 'superb', 'price', 'reasonable', '.']",five star ! quality superb price reasonable .
FB1316,CUST7493,Product C,Features,I love this product! It's exactly what I needed.,4,Positive,81,2024-11-03,South,Returning,i love this product! its exactly what i needed.,"['i', 'love', 'this', 'product', '!', 'its', 'exactly', 'what', 'i', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']",love product ! exactly needed .
FB1317,CUST8812,Product A,Customer Service,Amazing experience! The product exceeded my expectations.,4,Positive,86,2025-09-01,South,Premium,amazing experience! the product exceeded my expectations.,"['amazing', 'experience', '!', 'the', 'product', 'exceeded', 'my', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectation', '.']",amazing experience ! product exceeded expectation .
FB1318,CUST7919,Product B,Pricing,Excellent product! Really satisfied with the quality and service.,5,Positive,83,2025-09-26,North,New,excellent product! really satisfied with the quality and service.,"['excellent', 'product', '!', 'really', 'satisfied', 'with', 'the', 'quality', 'and', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']",excellent product ! really satisfied quality service .
FB1319,CUST7022,Product C,Customer Service,Amazing experience! The product exceeded my expectations.,4,Positive,90,2024-11-26,West,New,amazing experience! the product exceeded my expectations.,"['amazing', 'experience', '!', 'the', 'product', 'exceeded', 'my', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectation', '.']",amazing experience ! product exceeded expectation .
FB1320,CUST9691,Product E,Product Quality,It's decent but could be better. Price is fair.,3,Neutral,52,2025-08-17,South,Returning,its decent but could be better. price is fair.,"['its', 'decent', 'but', 'could', 'be', 'better', '.', 'price', 'is', 'fair', '.']","['decent', 'could', 'better', '.', 'price', 'fair', '.']","['decent', 'could', 'better', '.', 'price', 'fair', '.']",decent could better . price fair .
FB1321,CUST8248,Product B,Product Quality,The delivery took too long and the product was damaged.,2,Negative,29,2024-10-24,North,New,the delivery took too long and the product was damaged.,"['the', 'delivery', 'took', 'too', 'long', 'and', 'the', 'product', 'was', 'damaged', '.']","['delivery', 'took', 'long', 'product', 'damaged', '.']","['delivery', 'took', 'long', 'product', 'damaged', '.']",delivery took long product damaged .
FB1322,CUST8035,Product C,Customer Service,Bad experience. The product arrived late and broken.,2,Negative,40,2024-03-05,South,Returning,bad experience. the product arrived late and broken.,"['bad', 'experience', '.', 'the', 'product', 'arrived', 'late', 'and', 'broken', '.']","['bad', 'experience', '.', 'product', 'arrived', 'late', 'broken', '.']","['bad', 'experience', '.', 'product', 'arrived', 'late', 'broken', '.']",bad experience . product arrived late broken .
FB1323,CUST5942,Product B,User Experience,Very happy with my purchase. Great product!,5,Positive,80,2025-08-21,South,Premium,very happy with my purchase. great product!,"['very', 'happy', 'with', 'my', 'purchase', '.', 'great', 'product', '!']","['happy', 'purchase', '.', 'great', 'product', '!']","['happy', 'purchase', '.', 'great', 'product', '!']",happy purchase . great product !
FB1324,CUST7322,Product A,Customer Service,Excellent product! Really satisfied with the quality and service.,4,Positive,95,2024-12-05,West,Premium,excellent product! really satisfied with the quality and service.,"['excellent', 'product', '!', 'really', 'satisfied', 'with', 'the', 'quality', 'and', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']",excellent product ! really satisfied quality service .
FB1325,CUST3162,Product D,User Experience,Excellent product! Really satisfied with the quality and service.,5,Positive,90,2025-06-30,West,Returning,excellent product! really satisfied with the quality and service.,"['excellent', 'product', '!', 'really', 'satisfied', 'with', 'the', 'quality', 'and', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']",excellent product ! really satisfied quality service .
FB1326,CUST2106,Product A,Delivery,Customer support is unhelpful and rude.,1,Negative,10,2025-05-12,South,New,customer support is unhelpful and rude.,"['customer', 'support', 'is', 'unhelpful', 'and', 'rude', '.']","['customer', 'support', 'unhelpful', 'rude', '.']","['customer', 'support', 'unhelpful', 'rude', '.']",customer support unhelpful rude .
FB1327,CUST5693,Product E,Pricing,The experience was okay. Some issues but manageable.,3,Neutral,66,2023-12-31,West,Premium,the experience was okay. some issues but manageable.,"['the', 'experience', 'was', 'okay', '.', 'some', 'issues', 'but', 'manageable', '.']","['experience', 'okay', '.', 'issues', 'manageable', '.']","['experience', 'okay', '.', 'issue', 'manageable', '.']",experience okay . issue manageable .
FB1328,CUST2369,Product C,Product Quality,Very happy with my purchase. Great product!,4,Positive,88,2024-12-15,South,New,very happy with my purchase. great product!,"['very', 'happy', 'with', 'my', 'purchase', '.', 'great', 'product', '!']","['happy', 'purchase', '.', 'great', 'product', '!']","['happy', 'purchase', '.', 'great', 'product', '!']",happy purchase . great product !
FB1329,CUST8167,Product B,Product Quality,The team was very helpful and professional.,4,Positive,89,2025-05-02,South,New,the team was very helpful and professional.,"['the', 'team', 'was', 'very', 'helpful', 'and', 'professional', '.']","['team', 'helpful', 'professional', '.']","['team', 'helpful', 'professional', '.']",team helpful professional .
FB1330,CUST3877,Product A,Product Quality,The team was very helpful and professional.,4,Positive,89,2025-01-17,South,Premium,the team was very helpful and professional.,"['the', 'team', 'was', 'very', 'helpful', 'and', 'professional', '.']","['team', 'helpful', 'professional', '.']","['team', 'helpful', 'professional', '.']",team helpful professional .
FB1331,CUST7092,Product B,Features,I love this product! It's exactly what I needed.,5,Positive,85,2023-11-11,East,Premium,i love this product! its exactly what i needed.,"['i', 'love', 'this', 'product', '!', 'its', 'exactly', 'what', 'i', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']",love product ! exactly needed .
FB1332,CUST8034,Product C,User Experience,Very disappointed with the product quality. Not worth the price.,2,Negative,35,2024-02-28,North,Returning,very disappointed with the product quality. not worth the price.,"['very', 'disappointed', 'with', 'the', 'product', 'quality', '.', 'not', 'worth', 'the', 'price', '.']","['disappointed', 'product', 'quality', '.', 'worth', 'price', '.']","['disappointed', 'product', 'quality', '.', 'worth', 'price', '.']",disappointed product quality . worth price .
FB1333,CUST8457,Product E,Delivery,"Average experience. Some features work well, others don't.",3,Neutral,65,2025-10-29,North,Returning,"average experience. some features work well, others dont.","['average', 'experience', '.', 'some', 'features', 'work', 'well', ',', 'others', 'dont', '.']","['average', 'experience', '.', 'features', 'work', 'well', ',', 'others', 'dont', '.']","['average', 'experience', '.', 'feature', 'work', 'well', ',', 'others', 'dont', '.']","average experience . feature work well , others dont ."
FB1334,CUST2889,Product B,Features,Great value for money. Highly recommend to everyone!,5,Positive,83,2025-06-02,North,New,great value for money. highly recommend to everyone!,"['great', 'value', 'for', 'money', '.', 'highly', 'recommend', 'to', 'everyone', '!']","['great', 'value', 'money', '.', 'highly', 'recommend', 'everyone', '!']","['great', 'value', 'money', '.', 'highly', 'recommend', 'everyone', '!']",great value money . highly recommend everyone !
FB1335,CUST3458,Product B,Product Quality,Fantastic! Will definitely order again.,5,Positive,92,2023-11-12,West,New,fantastic! will definitely order again.,"['fantastic', '!', 'will', 'definitely', 'order', 'again', '.']","['fantastic', '!', 'definitely', 'order', '.']","['fantastic', '!', 'definitely', 'order', '.']",fantastic ! definitely order .
FB1336,CUST7108,Product A,User Experience,I love this product! It's exactly what I needed.,5,Positive,82,2024-09-24,North,New,i love this product! its exactly what i needed.,"['i', 'love', 'this', 'product', '!', 'its', 'exactly', 'what', 'i', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']",love product ! exactly needed .
FB1337,CUST2129,Product D,Delivery,"The product is okay, nothing special but does the job.",3,Neutral,62,2024-06-15,East,Returning,"the product is okay, nothing special but does the job.","['the', 'product', 'is', 'okay', ',', 'nothing', 'special', 'but', 'does', 'the', 'job', '.']","['product', 'okay', ',', 'nothing', 'special', 'job', '.']","['product', 'okay', ',', 'nothing', 'special', 'job', '.']","product okay , nothing special job ."
FB1338,CUST5777,Product E,Delivery,Very disappointed with the product quality. Not worth the price.,2,Negative,16,2024-01-27,South,Returning,very disappointed with the product quality. not worth the price.,"['very', 'disappointed', 'with', 'the', 'product', 'quality', '.', 'not', 'worth', 'the', 'price', '.']","['disappointed', 'product', 'quality', '.', 'worth', 'price', '.']","['disappointed', 'product', 'quality', '.', 'worth', 'price', '.']",disappointed product quality . worth price .
FB1339,CUST9954,Product B,Customer Service,Customer support is unhelpful and rude.,1,Negative,33,2024-11-11,North,Returning,customer support is unhelpful and rude.,"['customer', 'support', 'is', 'unhelpful', 'and', 'rude', '.']","['customer', 'support', 'unhelpful', 'rude', '.']","['customer', 'support', 'unhelpful', 'rude', '.']",customer support unhelpful rude .
FB1340,CUST1023,Product D,Features,I love this product! It's exactly what I needed.,4,Positive,90,2023-11-24,East,New,i love this product! its exactly what i needed.,"['i', 'love', 'this', 'product', '!', 'its', 'exactly', 'what', 'i', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']",love product ! exactly needed .
FB1341,CUST1981,Product B,Features,Terrible experience. The product doesn't work as advertised.,2,Negative,25,2024-05-28,East,New,terrible experience. the product doesnt work as advertised.,"['terrible', 'experience', '.', 'the', 'product', 'doesnt', 'work', 'as', 'advertised', '.']","['terrible', 'experience', '.', 'product', 'doesnt', 'work', 'advertised', '.']","['terrible', 'experience', '.', 'product', 'doesnt', 'work', 'advertised', '.']",terrible experience . product doesnt work advertised .
FB1342,CUST7102,Product D,Features,"Mixed feelings. Some aspects are good, others need improvement.",3,Neutral,63,2023-12-14,North,Premium,"mixed feelings. some aspects are good, others need improvement.","['mixed', 'feelings', '.', 'some', 'aspects', 'are', 'good', ',', 'others', 'need', 'improvement', '.']","['mixed', 'feelings', '.', 'aspects', 'good', ',', 'others', 'need', 'improvement', '.']","['mixed', 'feeling', '.', 'aspect', 'good', ',', 'others', 'need', 'improvement', '.']","mixed feeling . aspect good , others need improvement ."
FB1343,CUST2020,Product D,Features,Bad experience. The product arrived late and broken.,1,Negative,28,2024-02-05,South,New,bad experience. the product arrived late and broken.,"['bad', 'experience', '.', 'the', 'product', 'arrived', 'late', 'and', 'broken', '.']","['bad', 'experience', '.', 'product', 'arrived', 'late', 'broken', '.']","['bad', 'experience', '.', 'product', 'arrived', 'late', 'broken', '.']",bad experience . product arrived late broken .
FB1344,CUST6211,Product D,Delivery,I love this product! It's exactly what I needed.,5,Positive,90,2024-08-24,South,New,i love this product! its exactly what i needed.,"['i', 'love', 'this', 'product', '!', 'its', 'exactly', 'what', 'i', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']",love product ! exactly needed .
FB1345,CUST2731,Product B,Pricing,The team was very helpful and professional.,4,Positive,84,2024-05-25,West,Returning,the team was very helpful and professional.,"['the', 'team', 'was', 'very', 'helpful', 'and', 'professional', '.']","['team', 'helpful', 'professional', '.']","['team', 'helpful', 'professional', '.']",team helpful professional .
FB1346,CUST6051,Product D,Delivery,I love this product! It's exactly what I needed.,4,Positive,94,2024-12-20,North,New,i love this product! its exactly what i needed.,"['i', 'love', 'this', 'product', '!', 'its', 'exactly', 'what', 'i', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']",love product ! exactly needed .
FB1347,CUST1660,Product B,Delivery,Neutral feelings about this. It works but not impressive.,3,Neutral,69,2024-04-09,South,New,neutral feelings about this. it works but not impressive.,"['neutral', 'feelings', 'about', 'this', '.', 'it', 'works', 'but', 'not', 'impressive', '.']","['neutral', 'feelings', '.', 'works', 'impressive', '.']","['neutral', 'feeling', '.', 'work', 'impressive', '.']",neutral feeling . work impressive .
FB1348,CUST1802,Product C,Delivery,I love this product! It's exactly what I needed.,5,Positive,96,2025-10-28,South,New,i love this product! its exactly what i needed.,"['i', 'love', 'this', 'product', '!', 'its', 'exactly', 'what', 'i', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']",love product ! exactly needed .
FB1349,CUST5093,Product A,Pricing,"Mixed feelings. Some aspects are good, others need improvement.",3,Neutral,67,2024-12-18,North,New,"mixed feelings. some aspects are good, others need improvement.","['mixed', 'feelings', '.', 'some', 'aspects', 'are', 'good', ',', 'others', 'need', 'improvement', '.']","['mixed', 'feelings', '.', 'aspects', 'good', ',', 'others', 'need', 'improvement', '.']","['mixed', 'feeling', '.', 'aspect', 'good', ',', 'others', 'need', 'improvement', '.']","mixed feeling . aspect good , others need improvement ."
FB1350,CUST7563,Product C,Features,Outstanding customer service. They resolved my issue quickly.,4,Positive,86,2024-03-03,North,Premium,outstanding customer service. they resolved my issue quickly.,"['outstanding', 'customer', 'service', '.', 'they', 'resolved', 'my', 'issue', 'quickly', '.']","['outstanding', 'customer', 'service', '.', 'resolved', 'issue', 'quickly', '.']","['outstanding', 'customer', 'service', '.', 'resolved', 'issue', 'quickly', '.']",outstanding customer service . resolved issue quickly .
FB1351,CUST4239,Product D,Customer Service,Amazing experience! The product exceeded my expectations.,4,Positive,82,2025-06-22,North,Returning,amazing experience! the product exceeded my expectations.,"['amazing', 'experience', '!', 'the', 'product', 'exceeded', 'my', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectation', '.']",amazing experience ! product exceeded expectation .
FB1352,CUST8096,Product D,Pricing,Fantastic! Will definitely order again.,4,Positive,85,2024-03-04,North,Returning,fantastic! will definitely order again.,"['fantastic', '!', 'will', 'definitely', 'order', 'again', '.']","['fantastic', '!', 'definitely', 'order', '.']","['fantastic', '!', 'definitely', 'order', '.']",fantastic ! definitely order .
FB1353,CUST5505,Product C,Pricing,I love this product! It's exactly what I needed.,4,Positive,85,2025-09-29,South,New,i love this product! its exactly what i needed.,"['i', 'love', 'this', 'product', '!', 'its', 'exactly', 'what', 'i', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']",love product ! exactly needed .
FB1354,CUST7750,Product E,Pricing,Terrible experience. The product doesn't work as advertised.,2,Negative,25,2025-07-20,North,New,terrible experience. the product doesnt work as advertised.,"['terrible', 'experience', '.', 'the', 'product', 'doesnt', 'work', 'as', 'advertised', '.']","['terrible', 'experience', '.', 'product', 'doesnt', 'work', 'advertised', '.']","['terrible', 'experience', '.', 'product', 'doesnt', 'work', 'advertised', '.']",terrible experience . product doesnt work advertised .
FB1355,CUST9614,Product B,Features,Five stars! The quality is superb and the price is reasonable.,4,Positive,100,2024-08-12,North,Returning,five stars! the quality is superb and the price is reasonable.,"['five', 'stars', '!', 'the', 'quality', 'is', 'superb', 'and', 'the', 'price', 'is', 'reasonable', '.']","['five', 'stars', '!', 'quality', 'superb', 'price', 'reasonable', '.']","['five', 'star', '!', 'quality', 'superb', 'price', 'reasonable', '.']",five star ! quality superb price reasonable .
FB1356,CUST9231,Product C,Pricing,Very happy with my purchase. Great product!,5,Positive,91,2025-10-30,East,New,very happy with my purchase. great product!,"['very', 'happy', 'with', 'my', 'purchase', '.', 'great', 'product', '!']","['happy', 'purchase', '.', 'great', 'product', '!']","['happy', 'purchase', '.', 'great', 'product', '!']",happy purchase . great product !
FB1357,CUST1959,Product D,User Experience,Outstanding customer service. They resolved my issue quickly.,4,Positive,88,2023-11-26,East,Premium,outstanding customer service. they resolved my issue quickly.,"['outstanding', 'customer', 'service', '.', 'they', 'resolved', 'my', 'issue', 'quickly', '.']","['outstanding', 'customer', 'service', '.', 'resolved', 'issue', 'quickly', '.']","['outstanding', 'customer', 'service', '.', 'resolved', 'issue', 'quickly', '.']",outstanding customer service . resolved issue quickly .
FB1358,CUST4951,Product C,User Experience,"Average experience. Some features work well, others don't.",3,Neutral,57,2024-06-25,North,New,"average experience. some features work well, others dont.","['average', 'experience', '.', 'some', 'features', 'work', 'well', ',', 'others', 'dont', '.']","['average', 'experience', '.', 'features', 'work', 'well', ',', 'others', 'dont', '.']","['average', 'experience', '.', 'feature', 'work', 'well', ',', 'others', 'dont', '.']","average experience . feature work well , others dont ."
FB1359,CUST3846,Product B,Customer Service,The experience was okay. Some issues but manageable.,3,Neutral,61,2025-06-11,East,Premium,the experience was okay. some issues but manageable.,"['the', 'experience', 'was', 'okay', '.', 'some', 'issues', 'but', 'manageable', '.']","['experience', 'okay', '.', 'issues', 'manageable', '.']","['experience', 'okay', '.', 'issue', 'manageable', '.']",experience okay . issue manageable .
FB1360,CUST3328,Product E,Customer Service,The team was very helpful and professional.,4,Positive,91,2025-10-14,West,Premium,the team was very helpful and professional.,"['the', 'team', 'was', 'very', 'helpful', 'and', 'professional', '.']","['team', 'helpful', 'professional', '.']","['team', 'helpful', 'professional', '.']",team helpful professional .
FB1361,CUST4811,Product E,Customer Service,Excellent product! Really satisfied with the quality and service.,4,Positive,81,2024-09-11,North,Premium,excellent product! really satisfied with the quality and service.,"['excellent', 'product', '!', 'really', 'satisfied', 'with', 'the', 'quality', 'and', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']",excellent product ! really satisfied quality service .
FB1362,CUST6582,Product B,Delivery,The team was very helpful and professional.,4,Positive,84,2025-03-03,North,New,the team was very helpful and professional.,"['the', 'team', 'was', 'very', 'helpful', 'and', 'professional', '.']","['team', 'helpful', 'professional', '.']","['team', 'helpful', 'professional', '.']",team helpful professional .
FB1363,CUST9622,Product C,Product Quality,The delivery took too long and the product was damaged.,1,Negative,37,2024-03-30,East,Premium,the delivery took too long and the product was damaged.,"['the', 'delivery', 'took', 'too', 'long', 'and', 'the', 'product', 'was', 'damaged', '.']","['delivery', 'took', 'long', 'product', 'damaged', '.']","['delivery', 'took', 'long', 'product', 'damaged', '.']",delivery took long product damaged .
FB1364,CUST6285,Product B,Customer Service,Amazing experience! The product exceeded my expectations.,5,Positive,89,2025-09-08,West,Premium,amazing experience! the product exceeded my expectations.,"['amazing', 'experience', '!', 'the', 'product', 'exceeded', 'my', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectation', '.']",amazing experience ! product exceeded expectation .
FB1365,CUST3872,Product D,Delivery,The delivery took too long and the product was damaged.,2,Negative,17,2025-03-12,East,New,the delivery took too long and the product was damaged.,"['the', 'delivery', 'took', 'too', 'long', 'and', 'the', 'product', 'was', 'damaged', '.']","['delivery', 'took', 'long', 'product', 'damaged', '.']","['delivery', 'took', 'long', 'product', 'damaged', '.']",delivery took long product damaged .
FB1366,CUST1530,Product B,User Experience,The product quality is subpar and doesn't meet expectations.,2,Negative,37,2024-04-29,East,Premium,the product quality is subpar and doesnt meet expectations.,"['the', 'product', 'quality', 'is', 'subpar', 'and', 'doesnt', 'meet', 'expectations', '.']","['product', 'quality', 'subpar', 'doesnt', 'meet', 'expectations', '.']","['product', 'quality', 'subpar', 'doesnt', 'meet', 'expectation', '.']",product quality subpar doesnt meet expectation .
FB1367,CUST6425,Product A,Customer Service,Poor customer service. They didn't respond to my complaints.,2,Negative,14,2024-06-13,East,Returning,poor customer service. they didnt respond to my complaints.,"['poor', 'customer', 'service', '.', 'they', 'didnt', 'respond', 'to', 'my', 'complaints', '.']","['poor', 'customer', 'service', '.', 'didnt', 'respond', 'complaints', '.']","['poor', 'customer', 'service', '.', 'didnt', 'respond', 'complaint', '.']",poor customer service . didnt respond complaint .
FB1368,CUST1186,Product C,Customer Service,Poor customer service. They didn't respond to my complaints.,2,Negative,24,2024-04-19,South,Premium,poor customer service. they didnt respond to my complaints.,"['poor', 'customer', 'service', '.', 'they', 'didnt', 'respond', 'to', 'my', 'complaints', '.']","['poor', 'customer', 'service', '.', 'didnt', 'respond', 'complaints', '.']","['poor', 'customer', 'service', '.', 'didnt', 'respond', 'complaint', '.']",poor customer service . didnt respond complaint .
FB1369,CUST7323,Product D,Features,Amazing experience! The product exceeded my expectations.,4,Positive,81,2024-01-08,West,New,amazing experience! the product exceeded my expectations.,"['amazing', 'experience', '!', 'the', 'product', 'exceeded', 'my', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectation', '.']",amazing experience ! product exceeded expectation .
FB1370,CUST7149,Product A,Pricing,Five stars! The quality is superb and the price is reasonable.,5,Positive,97,2024-12-27,South,New,five stars! the quality is superb and the price is reasonable.,"['five', 'stars', '!', 'the', 'quality', 'is', 'superb', 'and', 'the', 'price', 'is', 'reasonable', '.']","['five', 'stars', '!', 'quality', 'superb', 'price', 'reasonable', '.']","['five', 'star', '!', 'quality', 'superb', 'price', 'reasonable', '.']",five star ! quality superb price reasonable .
FB1371,CUST6221,Product C,Product Quality,Excellent product! Really satisfied with the quality and service.,5,Positive,80,2025-02-04,North,Returning,excellent product! really satisfied with the quality and service.,"['excellent', 'product', '!', 'really', 'satisfied', 'with', 'the', 'quality', 'and', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']",excellent product ! really satisfied quality service .
FB1372,CUST9962,Product A,Delivery,It's decent but could be better. Price is fair.,3,Neutral,52,2024-04-22,West,Premium,its decent but could be better. price is fair.,"['its', 'decent', 'but', 'could', 'be', 'better', '.', 'price', 'is', 'fair', '.']","['decent', 'could', 'better', '.', 'price', 'fair', '.']","['decent', 'could', 'better', '.', 'price', 'fair', '.']",decent could better . price fair .
FB1373,CUST1877,Product A,Delivery,Great value for money. Highly recommend to everyone!,5,Positive,85,2023-12-01,South,New,great value for money. highly recommend to everyone!,"['great', 'value', 'for', 'money', '.', 'highly', 'recommend', 'to', 'everyone', '!']","['great', 'value', 'money', '.', 'highly', 'recommend', 'everyone', '!']","['great', 'value', 'money', '.', 'highly', 'recommend', 'everyone', '!']",great value money . highly recommend everyone !
FB1374,CUST5612,Product C,Customer Service,Complete waste of money. Very unsatisfied.,2,Negative,31,2024-12-23,North,New,complete waste of money. very unsatisfied.,"['complete', 'waste', 'of', 'money', '.', 'very', 'unsatisfied', '.']","['complete', 'waste', 'money', '.', 'unsatisfied', '.']","['complete', 'waste', 'money', '.', 'unsatisfied', '.']",complete waste money . unsatisfied .
FB1375,CUST6911,Product A,Pricing,Customer support is unhelpful and rude.,1,Negative,11,2024-12-06,North,Returning,customer support is unhelpful and rude.,"['customer', 'support', 'is', 'unhelpful', 'and', 'rude', '.']","['customer', 'support', 'unhelpful', 'rude', '.']","['customer', 'support', 'unhelpful', 'rude', '.']",customer support unhelpful rude .
