feedback_id,customer_id,product,category,feedback_text,rating,sentiment,satisfaction_score,date,region,customer_type
FB1236,CUST9792,Product B,Customer Service,The product meets basic expectations but nothing more.,3,Neutral,68,2025-05-13,East,Premium
FB1237,CUST9361,Product D,Product Quality,Outstanding customer service. They resolved my issue quickly.,5,Positive,82,2025-01-25,West,New
FB1238,CUST8575,Product C,Features,The team was very helpful and professional.,4,Positive,97,2025-04-08,North,Returning
FB1239,CUST2196,Product A,Pricing,The product meets basic expectations but nothing more.,3,Neutral,68,2024-07-17,East,Premium
FB1240,CUST8734,Product A,Delivery,Very disappointed with the product quality. Not worth the price.,1,Negative,39,2024-01-04,West,New
FB1241,CUST7266,Product D,Pricing,Bad experience. The product arrived late and broken.,2,Negative,38,2024-03-17,West,New
FB1242,CUST6697,Product A,Customer Service,"Mixed feelings. Some aspects are good, others need improvement.",3,Neutral,54,2025-09-29,West,Premium
FB1243,CUST1372,Product C,Pricing,Terrible experience. The product doesn't work as advertised.,1,Negative,34,2024-03-09,West,Premium
FB1244,CUST6671,Product B,Delivery,The product meets basic expectations but nothing more.,3,Neutral,64,2024-11-22,South,Premium
FB1245,CUST4376,Product A,Product Quality,Five stars! The quality is superb and the price is reasonable.,4,Positive,87,2024-02-23,North,Returning
FB1246,CUST1724,Product D,Pricing,Very disappointed with the product quality. Not worth the price.,1,Negative,33,2025-07-04,South,Premium
FB1247,CUST5739,Product B,Features,Very disappointed with the product quality. Not worth the price.,1,Negative,26,2024-06-09,East,Premium
FB1248,CUST3347,Product E,Customer Service,The features are missing and the interface is confusing.,1,Negative,19,2025-07-04,West,Returning
FB1249,CUST7999,Product E,Pricing,The team was very helpful and professional.,4,Positive,100,2024-08-07,North,Returning
FB1250,CUST7821,Product D,Customer Service,Complete waste of money. Very unsatisfied.,2,Negative,32,2025-08-19,East,Returning
FB1251,CUST4692,Product C,Features,Customer support is unhelpful and rude.,1,Negative,37,2024-05-06,South,Returning
FB1252,CUST4978,Product C,Customer Service,Bad experience. The product arrived late and broken.,1,Negative,22,2023-12-29,East,Premium
FB1253,CUST9775,Product B,Product Quality,Average quality for the price. Neither good nor bad.,3,Neutral,52,2024-01-19,East,Returning
FB1254,CUST4555,Product D,Customer Service,Very disappointed with the product quality. Not worth the price.,1,Negative,16,2025-09-19,East,Returning
FB1255,CUST4974,Product E,Features,Outstanding customer service. They resolved my issue quickly.,4,Positive,95,2023-11-15,South,Returning
FB1256,CUST9743,Product C,Delivery,Overpriced and low quality. Would not recommend.,2,Negative,24,2024-07-02,East,Returning
FB1257,CUST8692,Product C,Customer Service,"It's fine, works as expected but nothing exceptional.",3,Neutral,53,2025-04-08,East,Returning
FB1258,CUST5272,Product E,User Experience,Outstanding customer service. They resolved my issue quickly.,4,Positive,80,2024-12-27,West,Returning
FB1259,CUST5026,Product D,User Experience,Outstanding customer service. They resolved my issue quickly.,5,Positive,98,2024-04-04,East,Returning
FB1260,CUST3756,Product C,Customer Service,"It's fine, works as expected but nothing exceptional.",3,Neutral,64,2025-03-14,South,Premium
FB1261,CUST1554,Product A,Features,Very happy with my purchase. Great product!,4,Positive,96,2025-05-12,North,New
FB1262,CUST1149,Product B,User Experience,Outstanding customer service. They resolved my issue quickly.,4,Positive,84,2024-12-26,West,Returning
FB1263,CUST8993,Product A,Product Quality,The product quality is subpar and doesn't meet expectations.,2,Negative,31,2023-12-31,West,New
FB1264,CUST9228,Product D,Customer Service,Overpriced and low quality. Would not recommend.,2,Negative,10,2023-11-17,North,New
FB1265,CUST5379,Product D,Product Quality,Outstanding customer service. They resolved my issue quickly.,5,Positive,91,2025-04-19,East,Returning
FB1266,CUST2320,Product A,Product Quality,Terrible experience. The product doesn't work as advertised.,2,Negative,31,2025-02-12,West,Returning
FB1267,CUST3807,Product A,Pricing,Very disappointed with the product quality. Not worth the price.,1,Negative,32,2024-11-20,West,Premium
FB1268,CUST4463,Product E,Pricing,Poor customer service. They didn't respond to my complaints.,1,Negative,17,2024-10-04,East,New
FB1269,CUST6152,Product A,Customer Service,Overpriced and low quality. Would not recommend.,1,Negative,15,2024-01-15,South,Premium
FB1270,CUST4939,Product E,Pricing,Neutral feelings about this. It works but not impressive.,3,Neutral,55,2024-12-11,East,Returning
FB1271,CUST2600,Product D,Customer Service,Poor customer service. They didn't respond to my complaints.,2,Negative,11,2024-03-22,North,Returning
FB1272,CUST6347,Product A,Features,The product quality is subpar and doesn't meet expectations.,2,Negative,34,2025-07-11,East,Returning
FB1273,CUST4043,Product E,Features,Very happy with my purchase. Great product!,5,Positive,93,2025-03-16,West,New
FB1274,CUST5390,Product B,Pricing,Outstanding customer service. They resolved my issue quickly.,4,Positive,82,2025-07-25,South,Premium
FB1275,CUST6050,Product D,Delivery,Amazing experience! The product exceeded my expectations.,4,Positive,80,2024-12-02,East,New
FB1276,CUST9395,Product D,Product Quality,Five stars! The quality is superb and the price is reasonable.,5,Positive,97,2024-03-14,North,New
FB1277,CUST7311,Product A,Delivery,The product quality is subpar and doesn't meet expectations.,2,Negative,37,2024-10-27,West,Returning
FB1278,CUST9537,Product B,Features,Complete waste of money. Very unsatisfied.,1,Negative,28,2024-01-25,West,New
FB1279,CUST2036,Product B,Pricing,The delivery was fast and the product is exactly as described.,5,Positive,84,2024-03-21,East,Returning
FB1280,CUST5040,Product D,User Experience,Amazing experience! The product exceeded my expectations.,5,Positive,88,2024-09-01,South,Returning
FB1281,CUST7224,Product C,Pricing,Excellent product! Really satisfied with the quality and service.,5,Positive,90,2024-02-17,East,Returning
FB1282,CUST6253,Product E,Features,It's decent but could be better. Price is fair.,3,Neutral,59,2025-08-27,South,Returning
FB1283,CUST9044,Product E,Customer Service,Five stars! The quality is superb and the price is reasonable.,5,Positive,89,2024-09-16,East,Returning
FB1284,CUST2865,Product E,Customer Service,The experience was okay. Some issues but manageable.,3,Neutral,61,2024-08-13,South,Premium
FB1285,CUST5773,Product A,Pricing,Fantastic! Will definitely order again.,4,Positive,94,2025-05-16,West,New
FB1286,CUST7176,Product A,Pricing,The delivery was fast and the product is exactly as described.,4,Positive,93,2025-08-09,West,Premium
FB1287,CUST6890,Product E,User Experience,Bad experience. The product arrived late and broken.,1,Negative,35,2024-12-14,North,New
FB1288,CUST1725,Product E,Features,The features are missing and the interface is confusing.,1,Negative,30,2024-07-11,West,Returning
FB1289,CUST9366,Product E,User Experience,Amazing experience! The product exceeded my expectations.,5,Positive,87,2025-01-13,South,Returning
FB1290,CUST1402,Product D,Product Quality,The team was very helpful and professional.,4,Positive,91,2024-11-17,East,Returning
FB1291,CUST6620,Product D,Customer Service,Great value for money. Highly recommend to everyone!,5,Positive,89,2024-01-26,West,Returning
FB1292,CUST5919,Product A,Features,Fantastic! Will definitely order again.,5,Positive,82,2025-03-01,North,New
FB1293,CUST3858,Product E,Customer Service,The delivery took too long and the product was damaged.,1,Negative,26,2024-10-16,East,Premium
FB1294,CUST4022,Product B,Features,The product meets basic expectations but nothing more.,3,Neutral,62,2025-01-09,West,Returning
FB1295,CUST8037,Product D,Product Quality,Terrible experience. The product doesn't work as advertised.,2,Negative,28,2023-11-29,South,New
FB1296,CUST9796,Product B,Delivery,Poor customer service. They didn't respond to my complaints.,1,Negative,35,2024-08-11,East,New
FB1297,CUST7367,Product E,Pricing,Fantastic! Will definitely order again.,5,Positive,99,2025-02-10,North,Returning
FB1298,CUST5873,Product E,User Experience,Acceptable product but room for improvement in several areas.,3,Neutral,55,2024-10-25,North,Premium
FB1299,CUST3999,Product C,Features,Outstanding customer service. They resolved my issue quickly.,5,Positive,83,2024-03-16,South,Premium
FB1300,CUST4043,Product D,Features,Great value for money. Highly recommend to everyone!,5,Positive,93,2024-12-01,South,Premium
FB1301,CUST8389,Product E,Product Quality,Great value for money. Highly recommend to everyone!,4,Positive,90,2024-04-18,East,New
FB1302,CUST9056,Product D,Features,Five stars! The quality is superb and the price is reasonable.,5,Positive,93,2025-03-10,West,Returning
FB1303,CUST1535,Product C,Customer Service,Excellent product! Really satisfied with the quality and service.,4,Positive,89,2024-04-19,East,New
FB1304,CUST2871,Product C,User Experience,Customer support is unhelpful and rude.,1,Negative,28,2025-02-10,East,Premium
FB1305,CUST2677,Product B,Delivery,Customer support is unhelpful and rude.,1,Negative,23,2023-12-12,North,Returning
FB1306,CUST4882,Product B,Features,Amazing experience! The product exceeded my expectations.,5,Positive,83,2024-07-26,East,Premium
FB1307,CUST4385,Product B,Product Quality,The delivery took too long and the product was damaged.,1,Negative,35,2025-07-16,East,Premium
FB1308,CUST5794,Product C,User Experience,The delivery took too long and the product was damaged.,2,Negative,32,2024-08-13,East,Premium
FB1309,CUST1971,Product C,Features,It's decent but could be better. Price is fair.,3,Neutral,63,2025-09-25,South,Premium
FB1310,CUST9019,Product B,User Experience,I love this product! It's exactly what I needed.,4,Positive,92,2024-03-14,East,Premium
FB1311,CUST9447,Product C,Features,Amazing experience! The product exceeded my expectations.,4,Positive,92,2024-12-28,East,Returning
FB1312,CUST6869,Product A,User Experience,Excellent product! Really satisfied with the quality and service.,4,Positive,94,2025-03-13,West,New
FB1313,CUST6289,Product C,Delivery,"It's fine, works as expected but nothing exceptional.",3,Neutral,58,2025-01-12,South,Premium
FB1314,CUST8529,Product A,Product Quality,Very disappointed with the product quality. Not worth the price.,1,Negative,13,2025-03-10,South,Returning
FB1315,CUST5945,Product B,Delivery,Five stars! The quality is superb and the price is reasonable.,4,Positive,84,2025-02-09,North,Premium
FB1316,CUST7493,Product C,Features,I love this product! It's exactly what I needed.,4,Positive,81,2024-11-03,South,Returning
FB1317,CUST8812,Product A,Customer Service,Amazing experience! The product exceeded my expectations.,4,Positive,86,2025-09-01,South,Premium
FB1318,CUST7919,Product B,Pricing,Excellent product! Really satisfied with the quality and service.,5,Positive,83,2025-09-26,North,New
FB1319,CUST7022,Product C,Customer Service,Amazing experience! The product exceeded my expectations.,4,Positive,90,2024-11-26,West,New
FB1320,CUST9691,Product E,Product Quality,It's decent but could be better. Price is fair.,3,Neutral,52,2025-08-17,South,Returning
FB1321,CUST8248,Product B,Product Quality,The delivery took too long and the product was damaged.,2,Negative,29,2024-10-24,North,New
FB1322,CUST8035,Product C,Customer Service,Bad experience. The product arrived late and broken.,2,Negative,40,2024-03-05,South,Returning
FB1323,CUST5942,Product B,User Experience,Very happy with my purchase. Great product!,5,Positive,80,2025-08-21,South,Premium
FB1324,CUST7322,Product A,Customer Service,Excellent product! Really satisfied with the quality and service.,4,Positive,95,2024-12-05,West,Premium
FB1325,CUST3162,Product D,User Experience,Excellent product! Really satisfied with the quality and service.,5,Positive,90,2025-06-30,West,Returning
FB1326,CUST2106,Product A,Delivery,Customer support is unhelpful and rude.,1,Negative,10,2025-05-12,South,New
FB1327,CUST5693,Product E,Pricing,The experience was okay. Some issues but manageable.,3,Neutral,66,2023-12-31,West,Premium
FB1328,CUST2369,Product C,Product Quality,Very happy with my purchase. Great product!,4,Positive,88,2024-12-15,South,New
FB1329,CUST8167,Product B,Product Quality,The team was very helpful and professional.,4,Positive,89,2025-05-02,South,New
FB1330,CUST3877,Product A,Product Quality,The team was very helpful and professional.,4,Positive,89,2025-01-17,South,Premium
FB1331,CUST7092,Product B,Features,I love this product! It's exactly what I needed.,5,Positive,85,2023-11-11,East,Premium
FB1332,CUST8034,Product C,User Experience,Very disappointed with the product quality. Not worth the price.,2,Negative,35,2024-02-28,North,Returning
FB1333,CUST8457,Product E,Delivery,"Average experience. Some features work well, others don't.",3,Neutral,65,2025-10-29,North,Returning
FB1334,CUST2889,Product B,Features,Great value for money. Highly recommend to everyone!,5,Positive,83,2025-06-02,North,New
FB1335,CUST3458,Product B,Product Quality,Fantastic! Will definitely order again.,5,Positive,92,2023-11-12,West,New
FB1336,CUST7108,Product A,User Experience,I love this product! It's exactly what I needed.,5,Positive,82,2024-09-24,North,New
FB1337,CUST2129,Product D,Delivery,"The product is okay, nothing special but does the job.",3,Neutral,62,2024-06-15,East,Returning
FB1338,CUST5777,Product E,Delivery,Very disappointed with the product quality. Not worth the price.,2,Negative,16,2024-01-27,South,Returning
FB1339,CUST9954,Product B,Customer Service,Customer support is unhelpful and rude.,1,Negative,33,2024-11-11,North,Returning
FB1340,CUST1023,Product D,Features,I love this product! It's exactly what I needed.,4,Positive,90,2023-11-24,East,New
FB1341,CUST1981,Product B,Features,Terrible experience. The product doesn't work as advertised.,2,Negative,25,2024-05-28,East,New
FB1342,CUST7102,Product D,Features,"Mixed feelings. Some aspects are good, others need improvement.",3,Neutral,63,2023-12-14,North,Premium
FB1343,CUST2020,Product D,Features,Bad experience. The product arrived late and broken.,1,Negative,28,2024-02-05,South,New
FB1344,CUST6211,Product D,Delivery,I love this product! It's exactly what I needed.,5,Positive,90,2024-08-24,South,New
FB1345,CUST2731,Product B,Pricing,The team was very helpful and professional.,4,Positive,84,2024-05-25,West,Returning
FB1346,CUST6051,Product D,Delivery,I love this product! It's exactly what I needed.,4,Positive,94,2024-12-20,North,New
FB1347,CUST1660,Product B,Delivery,Neutral feelings about this. It works but not impressive.,3,Neutral,69,2024-04-09,South,New
FB1348,CUST1802,Product C,Delivery,I love this product! It's exactly what I needed.,5,Positive,96,2025-10-28,South,New
FB1349,CUST5093,Product A,Pricing,"Mixed feelings. Some aspects are good, others need improvement.",3,Neutral,67,2024-12-18,North,New
FB1350,CUST7563,Product C,Features,Outstanding customer service. They resolved my issue quickly.,4,Positive,86,2024-03-03,North,Premium
FB1351,CUST4239,Product D,Customer Service,Amazing experience! The product exceeded my expectations.,4,Positive,82,2025-06-22,North,Returning
FB1352,CUST8096,Product D,Pricing,Fantastic! Will definitely order again.,4,Positive,85,2024-03-04,North,Returning
FB1353,CUST5505,Product C,Pricing,I love this product! It's exactly what I needed.,4,Positive,85,2025-09-29,South,New
FB1354,CUST7750,Product E,Pricing,Terrible experience. The product doesn't work as advertised.,2,Negative,25,2025-07-20,North,New
FB1355,CUST9614,Product B,Features,Five stars! The quality is superb and the price is reasonable.,4,Positive,100,2024-08-12,North,Returning
FB1356,CUST9231,Product C,Pricing,Very happy with my purchase. Great product!,5,Positive,91,2025-10-30,East,New
FB1357,CUST1959,Product D,User Experience,Outstanding customer service. They resolved my issue quickly.,4,Positive,88,2023-11-26,East,Premium
FB1358,CUST4951,Product C,User Experience,"Average experience. Some features work well, others don't.",3,Neutral,57,2024-06-25,North,New
FB1359,CUST3846,Product B,Customer Service,The experience was okay. Some issues but manageable.,3,Neutral,61,2025-06-11,East,Premium
FB1360,CUST3328,Product E,Customer Service,The team was very helpful and professional.,4,Positive,91,2025-10-14,West,Premium
FB1361,CUST4811,Product E,Customer Service,Excellent product! Really satisfied with the quality and service.,4,Positive,81,2024-09-11,North,Premium
FB1362,CUST6582,Product B,Delivery,The team was very helpful and professional.,4,Positive,84,2025-03-03,North,New
FB1363,CUST9622,Product C,Product Quality,The delivery took too long and the product was damaged.,1,Negative,37,2024-03-30,East,Premium
FB1364,CUST6285,Product B,Customer Service,Amazing experience! The product exceeded my expectations.,5,Positive,89,2025-09-08,West,Premium
FB1365,CUST3872,Product D,Delivery,The delivery took too long and the product was damaged.,2,Negative,17,2025-03-12,East,New
FB1366,CUST1530,Product B,User Experience,The product quality is subpar and doesn't meet expectations.,2,Negative,37,2024-04-29,East,Premium
FB1367,CUST6425,Product A,Customer Service,Poor customer service. They didn't respond to my complaints.,2,Negative,14,2024-06-13,East,Returning
FB1368,CUST1186,Product C,Customer Service,Poor customer service. They didn't respond to my complaints.,2,Negative,24,2024-04-19,South,Premium
FB1369,CUST7323,Product D,Features,Amazing experience! The product exceeded my expectations.,4,Positive,81,2024-01-08,West,New
FB1370,CUST7149,Product A,Pricing,Five stars! The quality is superb and the price is reasonable.,5,Positive,97,2024-12-27,South,New
FB1371,CUST6221,Product C,Product Quality,Excellent product! Really satisfied with the quality and service.,5,Positive,80,2025-02-04,North,Returning
FB1372,CUST9962,Product A,Delivery,It's decent but could be better. Price is fair.,3,Neutral,52,2024-04-22,West,Premium
FB1373,CUST1877,Product A,Delivery,Great value for money. Highly recommend to everyone!,5,Positive,85,2023-12-01,South,New
FB1374,CUST5612,Product C,Customer Service,Complete waste of money. Very unsatisfied.,2,Negative,31,2024-12-23,North,New
FB1375,CUST6911,Product A,Pricing,Customer support is unhelpful and rude.,1,Negative,11,2024-12-06,North,Returning
FB1376,CUST1421,Product B,Customer Service,Customer support is unhelpful and rude.,1,Negative,13,2025-09-07,East,New
FB1377,CUST8715,Product D,Features,Neutral feelings about this. It works but not impressive.,3,Neutral,62,2025-02-26,East,New
FB1378,CUST7249,Product C,Customer Service,The delivery took too long and the product was damaged.,2,Negative,38,2025-08-18,West,New
FB1379,CUST2009,Product B,Features,The delivery was fast and the product is exactly as described.,4,Positive,88,2024-07-26,North,New
FB1380,CUST4727,Product E,Product Quality,Very happy with my purchase. Great product!,5,Positive,98,2025-09-14,West,Premium
FB1381,CUST4860,Product D,Delivery,"It's fine, works as expected but nothing exceptional.",3,Neutral,68,2025-01-01,North,Returning
FB1382,CUST8357,Product B,Customer Service,Complete waste of money. Very unsatisfied.,1,Negative,13,2023-12-05,South,New
FB1383,CUST3422,Product E,Delivery,Amazing experience! The product exceeded my expectations.,5,Positive,86,2024-03-08,East,Premium
FB1384,CUST6343,Product C,User Experience,Very happy with my purchase. Great product!,5,Positive,97,2024-01-07,West,New
FB1385,CUST7790,Product B,Customer Service,Complete waste of money. Very unsatisfied.,2,Negative,13,2025-10-17,North,New
FB1386,CUST7732,Product C,Pricing,Overpriced and low quality. Would not recommend.,2,Negative,38,2025-05-29,West,Premium
FB1387,CUST3356,Product E,User Experience,Great value for money. Highly recommend to everyone!,5,Positive,92,2025-07-15,West,New
FB1388,CUST1807,Product D,Delivery,Average quality for the price. Neither good nor bad.,3,Neutral,57,2024-12-09,East,New
FB1389,CUST5593,Product D,Features,Neutral feelings about this. It works but not impressive.,3,Neutral,59,2024-10-10,North,New
FB1390,CUST7828,Product E,Features,Fantastic! Will definitely order again.,5,Positive,88,2024-03-16,North,New
FB1391,CUST7126,Product A,User Experience,Five stars! The quality is superb and the price is reasonable.,5,Positive,96,2025-01-25,South,New
FB1392,CUST9589,Product E,Product Quality,Bad experience. The product arrived late and broken.,1,Negative,34,2024-09-13,South,New
FB1393,CUST8478,Product A,Delivery,The product meets basic expectations but nothing more.,3,Neutral,51,2024-05-23,South,Returning
FB1394,CUST3029,Product A,Customer Service,"Mixed feelings. Some aspects are good, others need improvement.",3,Neutral,62,2024-11-11,East,Returning
FB1395,CUST3679,Product C,Features,Fantastic! Will definitely order again.,5,Positive,91,2025-06-30,North,Returning
FB1396,CUST4688,Product B,Delivery,Great value for money. Highly recommend to everyone!,4,Positive,87,2023-11-28,West,Premium
FB1397,CUST3167,Product B,User Experience,"The product is okay, nothing special but does the job.",3,Neutral,65,2023-11-20,North,New
FB1398,CUST7168,Product C,Pricing,Overpriced and low quality. Would not recommend.,2,Negative,23,2024-07-15,East,New
FB1399,CUST2676,Product A,User Experience,Very happy with my purchase. Great product!,5,Positive,98,2025-02-19,East,Premium
FB1400,CUST2771,Product D,Product Quality,Overpriced and low quality. Would not recommend.,2,Negative,31,2025-08-23,East,Returning
FB1401,CUST5895,Product B,Customer Service,The delivery was fast and the product is exactly as described.,5,Positive,100,2025-08-16,South,New
FB1402,CUST9148,Product C,Delivery,I love this product! It's exactly what I needed.,4,Positive,80,2025-07-06,West,Returning
FB1403,CUST4643,Product E,Features,The product quality is subpar and doesn't meet expectations.,1,Negative,20,2024-12-01,West,Premium
FB1404,CUST2599,Product D,Customer Service,The delivery took too long and the product was damaged.,1,Negative,19,2024-11-01,East,Premium
FB1405,CUST2463,Product B,Delivery,The delivery took too long and the product was damaged.,2,Negative,30,2025-05-25,South,Premium
FB1406,CUST5817,Product D,Product Quality,I love this product! It's exactly what I needed.,5,Positive,88,2024-09-09,West,New
FB1407,CUST4187,Product E,Product Quality,The product quality is subpar and doesn't meet expectations.,1,Negative,25,2025-08-10,West,Premium
FB1408,CUST6614,Product D,User Experience,Great value for money. Highly recommend to everyone!,4,Positive,86,2024-08-31,West,New
FB1409,CUST8988,Product C,Features,It's decent but could be better. Price is fair.,3,Neutral,52,2024-09-18,South,Returning
FB1410,CUST3762,Product E,Customer Service,Fantastic! Will definitely order again.,5,Positive,86,2025-08-10,West,New
FB1411,CUST8821,Product D,Product Quality,Bad experience. The product arrived late and broken.,2,Negative,23,2024-03-11,North,Premium
FB1412,CUST9700,Product B,Product Quality,Very disappointed with the product quality. Not worth the price.,2,Negative,34,2024-05-22,North,Premium
FB1413,CUST2682,Product D,User Experience,I love this product! It's exactly what I needed.,5,Positive,84,2024-07-11,East,New
FB1414,CUST8469,Product E,User Experience,Neutral feelings about this. It works but not impressive.,3,Neutral,59,2024-01-05,East,Returning
FB1415,CUST6885,Product B,Customer Service,Average quality for the price. Neither good nor bad.,3,Neutral,65,2025-10-03,West,New
FB1416,CUST9267,Product B,Product Quality,Great value for money. Highly recommend to everyone!,4,Positive,80,2024-06-20,East,Premium
FB1417,CUST9761,Product E,Product Quality,Bad experience. The product arrived late and broken.,2,Negative,34,2025-08-27,North,Premium
FB1418,CUST2897,Product D,Pricing,Very disappointed with the product quality. Not worth the price.,1,Negative,32,2024-02-18,West,New
FB1419,CUST1152,Product C,Pricing,Great value for money. Highly recommend to everyone!,4,Positive,100,2025-05-13,North,Premium
FB1420,CUST2718,Product E,Features,The team was very helpful and professional.,4,Positive,93,2025-04-15,North,Returning
FB1421,CUST4272,Product C,User Experience,Customer support is unhelpful and rude.,1,Negative,29,2024-02-24,South,Returning
FB1422,CUST9132,Product B,Features,Great value for money. Highly recommend to everyone!,4,Positive,97,2025-10-20,West,Returning
FB1423,CUST9095,Product B,Product Quality,Amazing experience! The product exceeded my expectations.,4,Positive,98,2024-06-27,North,Premium
FB1424,CUST5850,Product C,Pricing,The product meets basic expectations but nothing more.,3,Neutral,64,2024-02-11,North,New
FB1425,CUST6123,Product D,Features,Neutral feelings about this. It works but not impressive.,3,Neutral,61,2024-04-26,North,New
FB1426,CUST6857,Product D,User Experience,Great value for money. Highly recommend to everyone!,4,Positive,90,2023-12-16,East,Premium
FB1427,CUST7566,Product D,Pricing,I love this product! It's exactly what I needed.,4,Positive,83,2024-02-03,East,Returning
FB1428,CUST3732,Product A,Customer Service,The experience was okay. Some issues but manageable.,3,Neutral,70,2025-10-06,North,New
FB1429,CUST8178,Product B,User Experience,The team was very helpful and professional.,5,Positive,98,2024-02-14,West,Returning
FB1430,CUST2850,Product D,Pricing,Great value for money. Highly recommend to everyone!,5,Positive,95,2025-07-18,North,New
FB1431,CUST6542,Product E,User Experience,Very disappointed with the product quality. Not worth the price.,1,Negative,40,2024-07-24,North,Returning
FB1432,CUST7305,Product B,User Experience,Customer support is unhelpful and rude.,2,Negative,31,2025-09-07,North,New
FB1433,CUST9123,Product B,Product Quality,"Mixed feelings. Some aspects are good, others need improvement.",3,Neutral,65,2025-08-19,West,Returning
FB1434,CUST4648,Product E,Features,The delivery was fast and the product is exactly as described.,4,Positive,96,2024-07-03,West,Returning
FB1435,CUST9166,Product D,Delivery,Fantastic! Will definitely order again.,5,Positive,82,2024-06-27,North,Returning
FB1436,CUST9996,Product A,Product Quality,Five stars! The quality is superb and the price is reasonable.,5,Positive,81,2025-08-30,East,Premium
FB1437,CUST1889,Product B,Pricing,Fantastic! Will definitely order again.,5,Positive,91,2025-05-28,East,Premium
FB1438,CUST2596,Product B,Product Quality,The features are missing and the interface is confusing.,2,Negative,13,2025-07-26,East,Returning
FB1439,CUST9552,Product C,Features,Neutral feelings about this. It works but not impressive.,3,Neutral,67,2025-08-09,North,New
FB1440,CUST4209,Product B,Product Quality,Five stars! The quality is superb and the price is reasonable.,4,Positive,88,2024-04-16,West,New
FB1441,CUST2765,Product D,Product Quality,The product meets basic expectations but nothing more.,3,Neutral,60,2025-02-10,North,Returning
FB1442,CUST9172,Product A,User Experience,Complete waste of money. Very unsatisfied.,1,Negative,40,2025-02-10,North,Premium
FB1443,CUST3903,Product E,Customer Service,"It's fine, works as expected but nothing exceptional.",3,Neutral,66,2025-01-16,South,New
FB1444,CUST7302,Product D,User Experience,The product quality is subpar and doesn't meet expectations.,2,Negative,26,2024-11-30,South,Returning
FB1445,CUST3185,Product B,Pricing,Neutral feelings about this. It works but not impressive.,3,Neutral,64,2024-12-11,East,Premium
FB1446,CUST4560,Product B,Customer Service,"Mixed feelings. Some aspects are good, others need improvement.",3,Neutral,70,2025-05-13,East,Premium
FB1447,CUST3913,Product E,User Experience,It's decent but could be better. Price is fair.,3,Neutral,70,2024-10-18,East,Premium
FB1448,CUST7839,Product E,Delivery,Complete waste of money. Very unsatisfied.,2,Negative,28,2024-02-26,West,New
FB1449,CUST1927,Product B,Delivery,Five stars! The quality is superb and the price is reasonable.,4,Positive,81,2025-04-18,South,Returning
FB1450,CUST9866,Product A,Delivery,Excellent product! Really satisfied with the quality and service.,5,Positive,86,2025-09-29,West,New
FB1451,CUST7371,Product B,User Experience,"Mixed feelings. Some aspects are good, others need improvement.",3,Neutral,57,2025-07-22,East,Premium
FB1452,CUST6122,Product E,Product Quality,Five stars! The quality is superb and the price is reasonable.,5,Positive,93,2025-09-10,North,Premium
FB1453,CUST7025,Product E,User Experience,Fantastic! Will definitely order again.,4,Positive,100,2024-07-14,South,Premium
FB1454,CUST3847,Product E,Product Quality,Great value for money. Highly recommend to everyone!,4,Positive,85,2024-05-16,West,New
FB1455,CUST5178,Product A,Delivery,The delivery was fast and the product is exactly as described.,4,Positive,85,2025-01-11,West,Premium
FB1456,CUST5934,Product D,User Experience,I love this product! It's exactly what I needed.,4,Positive,100,2024-04-06,East,New
FB1457,CUST2117,Product E,Customer Service,Outstanding customer service. They resolved my issue quickly.,4,Positive,96,2025-10-24,West,Premium
FB1458,CUST6437,Product C,Delivery,I love this product! It's exactly what I needed.,4,Positive,86,2025-05-02,East,New
FB1459,CUST6668,Product D,Customer Service,Complete waste of money. Very unsatisfied.,1,Negative,13,2025-07-25,South,New
FB1460,CUST7322,Product C,User Experience,The experience was okay. Some issues but manageable.,3,Neutral,53,2025-09-28,East,New
FB1461,CUST9335,Product D,Pricing,Average quality for the price. Neither good nor bad.,3,Neutral,66,2025-04-12,North,Returning
FB1462,CUST3742,Product E,User Experience,Very happy with my purchase. Great product!,4,Positive,83,2025-08-28,North,Premium
FB1463,CUST4368,Product E,Features,Outstanding customer service. They resolved my issue quickly.,5,Positive,83,2024-01-06,West,Premium
FB1464,CUST6434,Product A,Product Quality,The delivery took too long and the product was damaged.,1,Negative,24,2024-01-12,North,New
FB1465,CUST4729,Product C,Pricing,Complete waste of money. Very unsatisfied.,1,Negative,28,2024-04-30,West,Returning
FB1466,CUST2938,Product E,Product Quality,I love this product! It's exactly what I needed.,4,Positive,92,2025-08-06,North,Premium
FB1467,CUST2738,Product C,Features,Amazing experience! The product exceeded my expectations.,5,Positive,96,2025-06-21,East,Premium
FB1468,CUST1504,Product D,Customer Service,Fantastic! Will definitely order again.,5,Positive,92,2024-01-27,South,New
FB1469,CUST3360,Product C,Features,Complete waste of money. Very unsatisfied.,2,Negative,40,2024-12-04,East,New
FB1470,CUST1684,Product A,User Experience,It's decent but could be better. Price is fair.,3,Neutral,53,2025-05-19,West,Premium
FB1471,CUST6633,Product B,Pricing,Neutral feelings about this. It works but not impressive.,3,Neutral,56,2025-05-13,South,New
FB1472,CUST3971,Product E,Product Quality,The delivery was fast and the product is exactly as described.,4,Positive,83,2024-05-06,West,Premium
FB1473,CUST4234,Product E,Pricing,Amazing experience! The product exceeded my expectations.,5,Positive,83,2025-05-15,East,Returning
FB1474,CUST2143,Product B,Delivery,Terrible experience. The product doesn't work as advertised.,1,Negative,19,2024-03-10,West,Returning
